7/25/2022,ACAP Early Education Services,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Page 1 of 1,Unnamed: 24,Unnamed: 25
,,3,2,4.3,4.7,3.7,5,2.7,4.3,5,3,4.7,4.3,4.3,4.3,3.7,4.3,,5,5,5,4,,4.7,82
,,3,+/-,"?
0.3",-,-,"?
0.7",-,"?
0.3","?
0.7",-,-,-,-,"?
0.3","?
0.3","?
0.7",,"?
0.7","?
0.7",-,"?
0.7",,"?
0.7","?
2.7"
ACAP Early Education Services - Houlton Early Education Services - Foundational Classroom,,,,,,,,,,,,,,,,,,,,,,,,,
2364's Family,,2364,1,5,2,5,5,5,5,5,5,4,5,5,4,5,3,,5,4,4,3,,3,82
,,,2,5,4,5,5,5,5,5,5,5,5,5,4,5,4,,5,5,5,4,,3,89
,,,+/-,-,"?
2",-,-,-,-,-,-,"?
1",-,-,-,-,"?
1",,-,"?
1","?
1","?
1",,-,"?
7"
Classroom Average - Foundational Classroom,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,1,1,5,2,5,5,5,5,5,5,4,5,5,4,5,3,,5,4,4,3,,3,82
,,1,2,5,4,5,5,5,5,5,5,5,5,5,4,5,4,,5,5,5,4,,3,89
,,1,+/-,-,"?
2",-,-,-,-,-,-,"?
1",-,-,-,-,"?
1",,-,"?
1","?
1","?
1",,-,"?
7"
ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,,,,,,,,,,,,,,,,,,,,,,,,,
2201's Family,,2201,1,5,4,3,4,1,4,4,3,4,4,5,3,2,3,,3,4,5,4,,5,70
,,,2,5,5,5,5,1,4,5,3,4,4,3,4,3,3,,5,4,4,3,,5,75
,,,+/-,-,"?
1","?
2","?
1",-,-,"?
1",-,-,-,"?
2","?
1","?
1",-,,"?
2",-,"?
1","?
1",,-,"?
5"
Classroom Average - Part-Day HS,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,1,1,5,4,3,4,1,4,4,3,4,4,5,3,2,3,,3,4,5,4,,5,70
,,1,2,5,5,5,5,1,4,5,3,4,4,3,4,3,3,,5,4,4,3,,5,75
,,1,+/-,-,"?
1","?
2","?
1",-,-,"?
1",-,-,-,"?
2","?
1","?
1",-,,"?
2",-,"?
1","?
1",,-,"?
5"
ACAP Early Education Services - Houlton Early Education Services - PS Child Care,,,,,,,,,,,,,,,,,,,,,,,,,
1538's Family,,1538,1,5,4,3,3,3,4,4,3,4,4,4,4,4,4,,4,4,4,4,,5,74
,,,2,4,4,3,4,4,5,4,3,4,4,4,4,4,4,,4,4,4,5,,5,77
,,,+/-,"?
1",-,-,"?
1","?
1","?
1",-,-,-,-,-,-,-,-,,-,-,-,"?
1",,-,"?
3"
Classroom Average - PS Child Care,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,1,1,5,4,3,3,3,4,4,3,4,4,4,4,4,4,,4,4,4,4,,5,74
,,1,2,4,4,3,4,4,5,4,3,4,4,4,4,4,4,,4,4,4,5,,5,77
,,1,+/-,"?
1",-,-,"?
1","?
1","?
1",-,-,-,-,-,-,-,-,,-,-,-,"?
1",,-,"?
3"
Site Average - Houlton Early Education Services,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,7,1,4.9,4.1,3.6,4.3,2.7,4.1,4.4,3.1,4.4,4.4,4.4,4.1,3.7,3.1,,4.1,4.1,4.7,4.1,,4,76.7
,,7,2,4.6,4.6,3.9,4.9,3,4.4,4.9,3.6,4.4,4.4,4.3,4.3,3.6,3.6,,4.9,4.7,4.7,4,,4.3,80.9
,,7,+/-,"?
0.3","?
0.4","?
0.3","?
0.6","?
0.3","?
0.3","?
0.4","?
0.4",-,-,"?
0.1","?
0.1","?
0.1","?
0.4",,"?
0.7","?
0.6",-,"?
0.1",,"?
0.3","?
4.1"
ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),,,,,,,,,,,,,,,,,,,,,,,,,
2109's Family,,2109,1,3,4,3,4,4,3,4,3,3,3,4,3,3,2,,4,3,3,3,,2,61
,,,2,4,4,4,5,4,4,4,4,4,4,3,4,4,3,,4,4,4,4,,3,74
,,,+/-,"?
1",-,"?
1","?
1",-,"?
1",-,"?
1","?
1","?
1","?
1","?
1","?
1","?
1",,-,"?
1","?
1","?
1",,"?
1","?
13"
1906's Family,,1906,1,4,3,3,4,4,3,5,3,3,3,5,4,3,3,,3,3,4,3,,2,65
,,,2,3,4,3,5,4,4,4,4,3,4,4,4,4,3,,4,4,3,4,,3,71
,,,+/-,"?
1","?
1",-,"?
1",-,"?
1","?
1","?
1",-,"?
1","?
1",-,"?
1",-,,"?
1","?
1","?
1","?
1",,"?
1","?
6"
1528's Family,,1528,1,2,3,2,2,1,3,3,3,2,3,3,3,2,2,,3,3,2,2,,2,46
,,,2,3,4,3,3,1,2,4,3,4,4,3,3,3,3,,4,4,4,3,,3,61
,,,+/-,"?
1","?
1","?
1","?
1",-,"?
1","?
1",-,"?
2","?
1",-,-,"?
1","?
1",,"?
1","?
1","?
2","?
1",,"?
1","?
15"
1720's Family,,1720,1,4,3,3,4,2,3,2,3,3,3,3,4,2,3,,3,3,3,3,,2,56
,,,2,3,4,4,4,4,3,3,3,3,3,4,4,3,4,,4,4,3,3,,4,67
,,,+/-,"?
1","?
1","?
1",-,"?
2",-,"?
1",-,-,-,"?
1",-,"?
1","?
1",,"?
1","?
1",-,-,,"?
2","?
11"
Classroom Average - Full-Day HS (Duration),,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,4,1,3.3,3.3,2.8,3.5,2.8,3,3.5,3,2.8,3,3.8,3.5,2.5,2.5,,3.3,3,3,2.8,,2,57
,,4,2,3.3,4,3.5,4.3,3.3,3.3,3.8,3.5,3.5,3.8,3.5,3.8,3.5,3.3,,4,4,3.5,3.5,,3.3,68.3
,,4,+/-,-,"?
0.8","?
0.8","?
0.8","?
0.5","?
0.3","?
0.3","?
0.5","?
0.8","?
0.8","?
0.3","?
0.3","?
1","?
0.8",,"?
0.8","?
1","?
0.5","?
0.8",,"?
1.3","?
11.3"
Site Average - PIRCTC Early Education Services,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,4,1,3.3,3.3,2.8,3.5,2.8,3,3.5,3,2.8,3,3.8,3.5,2.5,2.5,,3.3,3,3,2.8,,2,57
,,4,2,3.3,4,3.5,4.3,3.3,3.3,3.8,3.5,3.5,3.8,3.5,3.8,3.5,3.3,,4,4,3.5,3.5,,3.3,68.3
,,4,+/-,-,"?
0.8","?
0.8","?
0.8","?
0.5","?
0.3","?
0.3","?
0.5","?
0.8","?
0.8","?
0.3","?
0.3","?
1","?
0.8",,"?
0.8","?
1","?
0.5","?
0.8",,"?
1.3","?
11.3"
ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),,,,,,,,,,,,,,,,,,,,,,,,,
2014's Family,,2014,1,5,5,3,5,3,3,5,5,5,5,4,4,4,5,,5,4,5,5,,5,85
,,,2,5,5,4,5,2,4,5,5,4,5,5,5,2,4,,5,5,5,4,,4,83
,,,+/-,-,-,"?
1",-,"?
1","?
1",-,-,"?
1",-,"?
1","?
1","?
2","?
1",,-,"?
1",-,"?
1",,"?
1","?
2"
2242's Family,,2242,1,5,5,5,5,3,5,5,3,5,5,4,5,5,4,,5,5,5,5,,4,88
,,,2,5,5,5,5,3,4,5,3,5,5,5,5,4,5,,5,5,5,5,,5,89
,,,+/-,-,-,-,-,-,"?
1",-,-,-,-,"?
1",-,"?
1","?
1",,-,-,-,-,,"?
1","?
1"
Classroom Average - Full-Day HS (Duration),,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,2,1,5,5,4,5,3,4,5,4,5,5,4,4.5,4.5,4.5,,5,4.5,5,5,,4.5,86.5
,,2,2,5,5,4.5,5,2.5,4,5,4,4.5,5,5,5,3,4.5,,5,5,5,4.5,,4.5,86
,,2,+/-,-,-,"?
0.5",-,"?
0.5",-,-,-,"?
0.5",-,"?
1","?
0.5","?
1.5",-,,-,"?
0.5",-,"?
0.5",,-,"?
0.5"
Site Average - Region II Early Education Servic,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,2,1,5,5,4,5,3,4,5,4,5,5,4,4.5,4.5,4.5,,5,4.5,5,5,,4.5,86.5
,,2,2,5,5,4.5,5,2.5,4,5,4,4.5,5,5,5,3,4.5,,5,5,5,4.5,,4.5,86
,,2,+/-,-,-,"?
0.5",-,"?
0.5",-,-,-,"?
0.5",-,"?
1","?
0.5","?
1.5",-,,-,"?
0.5",-,"?
0.5",,-,"?
0.5"
Agency Average - ACAP Early Education Services,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,85,1,4,3.9,3.2,3.9,3.1,3.5,4.1,3.2,3.9,4,4,3.8,3.4,3.3,,3.8,3.7,3.9,3.4,,2.8,68.9
,,85,2,4,4,3.4,4.1,3.3,3.7,4.3,3.3,4,4.1,4,3.9,3.4,3.5,,4,3.9,3.9,3.5,,3.2,71.5
,,85,+/-,-,"?
0","?
0.2","?
0.2","?
0.2","?
0.2","?
0.2","?
0.1","?
0.1","?
0.1","?
0","?
0.1","?
0.1","?
0.2",,"?
0.2","?
0.2","?
0","?
0.1",,"?
0.4","?
2.5"
Report Average,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,85,1,4,3.9,3.2,3.9,3.1,3.5,4.1,3.2,3.9,4,4,3.8,3.4,3.3,,3.8,3.7,3.9,3.4,,2.8,68.9
,,85,2,4,4,3.4,4.1,3.3,3.7,4.3,3.3,4,4.1,4,3.9,3.4,3.5,,4,3.9,3.9,3.5,,3.2,71.5
,,85,+/-,-,"?
0","?
0.2","?
0.2","?
0.2","?
0.2","?
0.2","?
0.1","?
0.1","?
0.1","?
0","?
0.1","?
0.1","?
0.2",,"?
0.2","?
0.2","?
0","?
0.1",,"?
0.4","?
2.5"
Scoring Legend:  5.0 - Thriving  4.0 - Strength  3.0 - Making Progress  2.0 - Needs Assistance  1.0 - In-Crisis,,,,,,,,,,,,,,,,,,,,,,,,,
Gains are calculated by comparing results from the first and most recent assessments,,,,,,,,,,,,,,,,,,© ChildPlus,,,,,,,
